"File","NEF","TIFF","Date Created","Date Modified","File Size","Image Size","Date Shot","Time Zone and Date","Image Quality","Artist","Copyright","Image Comment","Device","Lens","Focal Length","Focus Mode","AF-Area Mode","VR","AF Fine Tune","Aperture","Shutter Speed","Exposure Mode","Exposure Comp.","Exposure Tuning","Metering","ISO Sensitivity","Flash Device","Flash Sync Mode","Flash Mode","White Balance","Color Space","High ISO NR","Long Exposure NR","Active D-Lighting","Image Authentication","Vignette Control","Auto Distortion Control","Picture Control","Base","Quick Adjust","Sharpening","Contrast","Brightness","Saturation","Hue","Filter Effects","Toning","Optimize Image","Color Mode","Tone Comp.","Hue Adjustment","Saturation","Sharpening","Latitude","Longitude","Altitude","Altitude Reference","Heading","UTC","Map Datum","Scene Mode","Keywords"
"rc71982c1t","http://193.205.194.113/RAISE/NEF/rc71982c1t.NEF","http://193.205.194.113/RAISE/TIFF/rc71982c1t.TIF","9/20/2014 15:24","12/31/2011 12:12","10.9 MB","L (4288 x 2848)","12:01.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","70mm","AF-A","Auto","ON","","f/5.3","1/320s","Aperture Priority","0EV","","Matrix","ISO 800","","","","Shade, B3, M1","sRGB","ON (Normal)","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","4","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r072649fdt","http://193.205.194.113/RAISE/NEF/r072649fdt.NEF","http://193.205.194.113/RAISE/TIFF/r072649fdt.TIF","9/20/2014 15:24","12/31/2011 12:12","10.9 MB","L (4288 x 2848)","12:03.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","70mm","AF-A","Auto","ON","","f/5.3","1/400s","Aperture Priority","0EV","","Matrix","ISO 800","","","","Shade, B3, M1","sRGB","ON (Normal)","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","4","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r5449911ft","http://193.205.194.113/RAISE/NEF/r5449911ft.NEF","http://193.205.194.113/RAISE/TIFF/r5449911ft.TIF","9/20/2014 15:24","12/31/2011 12:12","10.6 MB","L (4288 x 2848)","12:17.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","58mm","AF-A","Auto","ON","","f/5","1/250s","Aperture Priority","0EV","","Matrix","ISO 800","","","","Shade, B3, M1","sRGB","ON (Normal)","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","4","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","objects; outdoor; people"
"re3f964a4t","http://193.205.194.113/RAISE/NEF/re3f964a4t.NEF","http://193.205.194.113/RAISE/TIFF/re3f964a4t.TIF","9/20/2014 15:24","12/31/2011 12:12","11.1 MB","L (4288 x 2848)","12:26.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","90mm","AF-A","Auto","ON","","f/5.6","1/500s","Aperture Priority","0EV","","Matrix","ISO 800","","","","Shade, B3, M1","sRGB","ON (Normal)","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","4","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","buildings; objects; outdoor"
"r5e7ce087t","http://193.205.194.113/RAISE/NEF/r5e7ce087t.NEF","http://193.205.194.113/RAISE/TIFF/r5e7ce087t.TIF","9/20/2014 15:24","12/31/2011 12:13","10.3 MB","L (4288 x 2848)","13:45.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","28mm","AF-A","Auto","ON","","f/5","1/800s","Aperture Priority","0EV","","Matrix","ISO 800","","","","Shade, B3, M1","sRGB","ON (Normal)","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"ree34a4cat","http://193.205.194.113/RAISE/NEF/ree34a4cat.NEF","http://193.205.194.113/RAISE/TIFF/ree34a4cat.TIF","9/20/2014 15:24","12/31/2011 12:14","10.4 MB","L (4288 x 2848)","14:10.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","38mm","AF-A","Auto","ON","","f/5","1/800s","Aperture Priority","0EV","","Matrix","ISO 800","","","","Shade, B3, M1","sRGB","ON (Normal)","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r15dfc1b8t","http://193.205.194.113/RAISE/NEF/r15dfc1b8t.NEF","http://193.205.194.113/RAISE/TIFF/r15dfc1b8t.TIF","9/20/2014 15:24","12/31/2011 12:15","10.4 MB","L (4288 x 2848)","15:20.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/5","1/4000s","Aperture Priority","0EV","","Matrix","ISO 800","","","","Shade, 0, G3","sRGB","ON (Normal)","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r1e698e5dt","http://193.205.194.113/RAISE/NEF/r1e698e5dt.NEF","http://193.205.194.113/RAISE/TIFF/r1e698e5dt.TIF","9/20/2014 15:24","12/31/2011 12:17","10.6 MB","L (4288 x 2848)","17:35.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/5","1/1000s","Aperture Priority","0EV","","Matrix","ISO 800","","","","Shade, 0, G3","sRGB","ON (Normal)","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor"
"r2b6e297ft","http://193.205.194.113/RAISE/NEF/r2b6e297ft.NEF","http://193.205.194.113/RAISE/TIFF/r2b6e297ft.TIF","9/20/2014 15:24","12/31/2011 12:17","10.5 MB","L (4288 x 2848)","17:47.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/5","1/1250s","Aperture Priority","0EV","","Matrix","ISO 800","","","","Shade, 0, G3","sRGB","ON (Normal)","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor"
"r9683df80t","http://193.205.194.113/RAISE/NEF/r9683df80t.NEF","http://193.205.194.113/RAISE/TIFF/r9683df80t.TIF","9/20/2014 15:24","12/31/2011 12:18","10.2 MB","L (4288 x 2848)","18:19.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/5","1/500s","Aperture Priority","0EV","","Matrix","ISO 800","","","","Shade, 0, G3","sRGB","ON (Normal)","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor"
"r356f0916t","http://193.205.194.113/RAISE/NEF/r356f0916t.NEF","http://193.205.194.113/RAISE/TIFF/r356f0916t.TIF","9/20/2014 15:24","12/31/2011 12:19","9.92 MB","L (4288 x 2848)","19:35.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/60s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Shade, 0, G3","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"rdd6f0841t","http://193.205.194.113/RAISE/NEF/rdd6f0841t.NEF","http://193.205.194.113/RAISE/TIFF/rdd6f0841t.TIF","9/20/2014 15:25","12/31/2011 12:24","10.2 MB","L (4288 x 2848)","24:38.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/250s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"rafc65f75t","http://193.205.194.113/RAISE/NEF/rafc65f75t.NEF","http://193.205.194.113/RAISE/TIFF/rafc65f75t.TIF","9/20/2014 15:25","12/31/2011 12:24","10.1 MB","L (4288 x 2848)","24:41.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/250s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r0fc39b66t","http://193.205.194.113/RAISE/NEF/r0fc39b66t.NEF","http://193.205.194.113/RAISE/TIFF/r0fc39b66t.TIF","9/20/2014 15:25","12/31/2011 12:24","10.0 MB","L (4288 x 2848)","24:57.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/200s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"rf837ab2dt","http://193.205.194.113/RAISE/NEF/rf837ab2dt.NEF","http://193.205.194.113/RAISE/TIFF/rf837ab2dt.TIF","9/20/2014 15:25","12/31/2011 12:25","9.69 MB","L (4288 x 2848)","25:09.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/22","1/5s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","objects; outdoor; people"
"re0d9a4dbt","http://193.205.194.113/RAISE/NEF/re0d9a4dbt.NEF","http://193.205.194.113/RAISE/TIFF/re0d9a4dbt.TIF","9/20/2014 15:25","12/31/2011 12:25","9.60 MB","L (4288 x 2848)","25:16.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","26mm","AF-A","Auto","ON","","f/22","1/5s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","objects; outdoor; people"
"rd8df6ee8t","http://193.205.194.113/RAISE/NEF/rd8df6ee8t.NEF","http://193.205.194.113/RAISE/TIFF/rd8df6ee8t.TIF","9/20/2014 15:25","12/31/2011 12:25","9.97 MB","L (4288 x 2848)","25:40.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","38mm","AF-A","Auto","ON","","f/5.6","1/80s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r76b186e8t","http://193.205.194.113/RAISE/NEF/r76b186e8t.NEF","http://193.205.194.113/RAISE/TIFF/r76b186e8t.TIF","9/20/2014 15:25","12/31/2011 12:26","10.6 MB","L (4288 x 2848)","26:14.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","35mm","AF-A","Auto","ON","","f/5.6","1/80s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r2916fc7ct","http://193.205.194.113/RAISE/NEF/r2916fc7ct.NEF","http://193.205.194.113/RAISE/TIFF/r2916fc7ct.TIF","9/20/2014 15:25","12/31/2011 12:26","9.91 MB","L (4288 x 2848)","26:27.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","30mm","AF-A","Auto","ON","","f/5.6","1/80s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r5fed80dat","http://193.205.194.113/RAISE/NEF/r5fed80dat.NEF","http://193.205.194.113/RAISE/TIFF/r5fed80dat.TIF","9/20/2014 15:25","12/31/2011 12:26","9.48 MB","L (4288 x 2848)","26:33.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/5.6","1/80s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"ra413998dt","http://193.205.194.113/RAISE/NEF/ra413998dt.NEF","http://193.205.194.113/RAISE/TIFF/ra413998dt.TIF","9/20/2014 15:26","12/31/2011 12:28","9.32 MB","L (4288 x 2848)","28:49.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/5.6","1/80s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r4948ed11t","http://193.205.194.113/RAISE/NEF/r4948ed11t.NEF","http://193.205.194.113/RAISE/TIFF/r4948ed11t.TIF","9/20/2014 15:26","12/31/2011 12:29","9.30 MB","L (4288 x 2848)","29:15.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/5.6","1/80s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"rfd94e59ct","http://193.205.194.113/RAISE/NEF/rfd94e59ct.NEF","http://193.205.194.113/RAISE/TIFF/rfd94e59ct.TIF","9/20/2014 15:26","12/31/2011 12:29","10.5 MB","L (4288 x 2848)","29:41.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/10","1/8s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r2b7e2808t","http://193.205.194.113/RAISE/NEF/r2b7e2808t.NEF","http://193.205.194.113/RAISE/TIFF/r2b7e2808t.TIF","9/20/2014 15:26","12/31/2011 12:29","10.5 MB","L (4288 x 2848)","29:56.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","21mm","AF-A","Auto","ON","","f/10","1/8s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r806f2761t","http://193.205.194.113/RAISE/NEF/r806f2761t.NEF","http://193.205.194.113/RAISE/TIFF/r806f2761t.TIF","9/20/2014 15:26","12/31/2011 12:31","10.7 MB","L (4288 x 2848)","31:18.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/4.5","1/50s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"re8161e07t","http://193.205.194.113/RAISE/NEF/re8161e07t.NEF","http://193.205.194.113/RAISE/TIFF/re8161e07t.TIF","9/20/2014 15:26","12/31/2011 12:31","10.5 MB","L (4288 x 2848)","31:21.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/4.5","1/50s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r5b95d5d0t","http://193.205.194.113/RAISE/NEF/r5b95d5d0t.NEF","http://193.205.194.113/RAISE/TIFF/r5b95d5d0t.TIF","9/20/2014 15:26","12/31/2011 12:31","10.5 MB","L (4288 x 2848)","31:32.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/4","1/125s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r13bb381ct","http://193.205.194.113/RAISE/NEF/r13bb381ct.NEF","http://193.205.194.113/RAISE/TIFF/r13bb381ct.TIF","9/20/2014 15:26","12/31/2011 12:32","10.6 MB","L (4288 x 2848)","32:49.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/4","1/80s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r51e22614t","http://193.205.194.113/RAISE/NEF/r51e22614t.NEF","http://193.205.194.113/RAISE/TIFF/r51e22614t.TIF","9/20/2014 15:26","12/31/2011 12:34","9.61 MB","L (4288 x 2848)","34:12.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/30s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"re992b827t","http://193.205.194.113/RAISE/NEF/re992b827t.NEF","http://193.205.194.113/RAISE/TIFF/re992b827t.TIF","9/20/2014 15:26","12/31/2011 12:34","9.88 MB","L (4288 x 2848)","34:38.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/4","1/30s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rd92eb434t","http://193.205.194.113/RAISE/NEF/rd92eb434t.NEF","http://193.205.194.113/RAISE/TIFF/rd92eb434t.TIF","9/20/2014 15:27","12/31/2011 12:36","9.73 MB","L (4288 x 2848)","36:27.0","UTC+7, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/6.3","1/40s","Manual","0EV","","Matrix","ISO 400","","","","Shade, B1, G2","sRGB","OFF","OFF","Extra High","","","","[LS] Landscape","[LS] Landscape","-","6","Active D-Lighting","Active D-Lighting","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r2803bf36t","http://193.205.194.113/RAISE/NEF/r2803bf36t.NEF","http://193.205.194.113/RAISE/TIFF/r2803bf36t.TIF","9/20/2014 15:33","4/25/2012 9:57","12.4 MB","L (4288 x 2848)","57:25.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","42mm","AF-A","Auto","ON","","f/13","1/60s","Aperture Priority","+0.3EV","","Matrix","ISO 250","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","outdoor"
"r4359eca9t","http://193.205.194.113/RAISE/NEF/r4359eca9t.NEF","http://193.205.194.113/RAISE/TIFF/r4359eca9t.TIF","9/20/2014 15:33","4/25/2012 10:01","11.0 MB","L (4288 x 2848)","01:21.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","50mm","AF-A","Auto","ON","","f/13","1/60s","Aperture Priority","+0.3EV","","Matrix","ISO 250","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","outdoor"
"r6f4a08a2t","http://193.205.194.113/RAISE/NEF/r6f4a08a2t.NEF","http://193.205.194.113/RAISE/TIFF/r6f4a08a2t.TIF","9/20/2014 15:33","4/25/2012 10:01","11.4 MB","L (4288 x 2848)","01:32.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/13","1/15s","Aperture Priority","+1.7EV","","Matrix","ISO 250","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","outdoor"
"r070a874ct","http://193.205.194.113/RAISE/NEF/r070a874ct.NEF","http://193.205.194.113/RAISE/TIFF/r070a874ct.TIF","9/20/2014 15:33","4/25/2012 10:01","11.1 MB","L (4288 x 2848)","01:40.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/13","1/40s","Aperture Priority","+0.3EV","","Matrix","ISO 250","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","outdoor"
